indice,nombre,localizacion,año,kilometros recorridos,combustible,transmision,tipo propietario,kilometraje,motor,potencia,asientos,precio
1190,BMW 5 Series 520d Luxury Line,Kochi,2016,55615,Diesel,Automatic,First,22.48 ,1995.0,190.0,5.0,67.87
1191,Maruti Vitara Brezza VDi Option,Jaipur,2017,19000,Diesel,Manual,First,24.3 ,1248.0,88.5,5.0,18.22921787709497
1192,Hyundai Verna Transform VTVT with Audio,Kolkata,2010,47000,Petrol,Manual,First,16.2 ,1599.0,103.2,5.0,18.22921787709497
1193,Honda City i VTEC VX,Delhi,2015,60595,Petrol,Manual,First,17.4 ,1497.0,117.3,5.0,18.22921787709497
1194,Tata Indica Vista Quadrajet LS,Hyderabad,2013,170000,Diesel,Manual,First,22.3 ,1248.0,74.0,5.0,18.22921787709497
1195,Hyundai i20 Active 1.4 SX,Delhi,2017,14301,Diesel,Manual,First,21.19 ,1396.0,88.73,5.0,18.22921787709497
1196,Audi A6 2011-2015 2.0 TDI,Kochi,2015,42741,Diesel,Automatic,Second,17.68 ,1968.0,174.33,5.0,18.22921787709497
1197,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Delhi,2015,31000,Diesel,Automatic,Second,15.97 ,2993.0,258.0,5.0,18.22921787709497
1198,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2017,11000,Petrol,Manual,First,15.29 ,1591.0,121.3,5.0,18.22921787709497
1199,Maruti Vitara Brezza ZDi Plus AMT,Mumbai,2018,3800,Diesel,Automatic,First,24.3 ,1248.0,88.5,5.0,12.46
1200,Ford Fiesta 1.4 Duratec EXI,Coimbatore,2009,44702,Petrol,Manual,First,16.6 ,1388.0,68.0,5.0,18.22921787709497
1201,Maruti Dzire AMT VDI,Delhi,2017,14300,Diesel,Automatic,First,28.4 ,1248.0,73.75,5.0,9.11
1202,Honda City i-VTEC VX,Coimbatore,2018,31542,Petrol,Manual,First,17.4 ,1497.0,117.3,5.0,12.68
1203,Maruti Celerio VXI AT,Chennai,2015,31717,Petrol,Automatic,First,23.1 ,998.0,67.04,5.0,18.22921787709497
1204,Chevrolet Captiva LT,Kochi,2011,99120,Diesel,Manual,First,11.5 ,1991.0,147.9,7.0,18.22921787709497
1205,Datsun GO T Petrol,Chennai,2016,36000,Petrol,Manual,First,19.83 ,1198.0,67.0,5.0,5.53
1206,Skoda Superb Petrol Ambition,Delhi,2010,40000,Petrol,Manual,First,13.1 ,1798.0,157.8,5.0,18.22921787709497
1207,Hyundai Santro Xing GL,Ahmedabad,2014,41000,Petrol,Manual,First,0.0 ,1086.0,62.0,5.0,18.22921787709497
1208,Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,160000,Diesel,Manual,Second,19.2 ,1461.0,65.0,5.0,18.22921787709497
1209,Tata Tiago 1.05 Revotorq XT Option,Pune,2016,41413,Diesel,Manual,First,27.28 ,1047.0,69.0,5.0,7.06
1210,Volkswagen Vento Petrol Highline AT,Mumbai,2011,67500,Petrol,Automatic,Second,14.4 ,1598.0,103.6,5.0,18.22921787709497
1211,Hyundai i20 1.2 Spotz,Pune,2014,30315,Petrol,Manual,First,18.6 ,1197.0,81.83,5.0,18.22921787709497
1212,Ford EcoSport 1.5 Petrol Ambiente,Kochi,2017,39015,Petrol,Manual,First,17.0 ,1497.0,121.36,5.0,8.79
1213,Jeep Compass 1.4 Sport,Mumbai,2018,6000,Petrol,Manual,First,16.0 ,1368.0,160.0,5.0,18.16
1214,Audi A4 2.0 TDI,Bangalore,2014,21143,Diesel,Automatic,First,16.55 ,1968.0,147.51,5.0,18.22921787709497
1215,Hyundai Verna 1.6 SX VTVT (O),Kochi,2013,42203,Petrol,Manual,First,17.1 ,1591.0,121.3,5.0,18.22921787709497
1216,Maruti Vitara Brezza ZDi,Kochi,2017,21380,Diesel,Manual,First,24.3 ,1248.0,88.5,5.0,10.57
1217,Hyundai Elite i20 Magna Plus,Kochi,2018,23955,Petrol,Manual,First,18.6 ,1197.0,81.86,5.0,7.08
1218,Honda Amaze S i-Dtech,Kolkata,2013,38568,Diesel,Manual,First,25.8 ,1498.0,98.6,5.0,18.22921787709497
1219,Audi A4 2.0 TDI,Hyderabad,2011,64000,Diesel,Automatic,First,16.55 ,1968.0,147.51,5.0,18.22921787709497
1220,Honda Amaze VX AT i-Vtech,Hyderabad,2014,57000,Petrol,Automatic,First,15.5 ,1198.0,86.7,5.0,18.22921787709497
1221,Honda Jazz 1.5 V i DTEC,Coimbatore,2017,44556,Diesel,Manual,First,27.3 ,1498.0,98.6,5.0,18.22921787709497
1222,BMW 5 Series 525d Sedan,Delhi,2012,80000,Diesel,Automatic,First,16.73 ,2993.0,218.0,5.0,18.22921787709497
1223,Hyundai Grand i10 Asta Option,Kolkata,2015,39000,Petrol,Manual,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
1224,Renault Duster 85PS Diesel RxL,Chennai,2015,70000,Diesel,Manual,First,19.87 ,1461.0,83.8,5.0,18.22921787709497
1225,Chevrolet Aveo 1.4 LS,Pune,2009,45463,Petrol,Manual,First,14.49 ,1399.0,92.7,5.0,18.22921787709497
1226,Honda Amaze S i-Vtech,Kochi,2015,44776,Petrol,Manual,First,18.0 ,1198.0,86.7,5.0,18.22921787709497
1227,Hyundai Grand i10 AT Asta,Coimbatore,2016,18242,Petrol,Automatic,First,18.9 ,1197.0,82.0,5.0,18.22921787709497
1228,Hyundai EON D Lite Plus,Coimbatore,2015,21190,Petrol,Manual,First,21.1 ,814.0,55.2,5.0,18.22921787709497
1229,Volkswagen Vento Diesel Trendline,Hyderabad,2011,89411,Diesel,Manual,First,20.54 ,1598.0,103.6,5.0,18.22921787709497
1230,Volkswagen Polo GT TSI,Mumbai,2015,59000,Petrol,Automatic,First,17.21 ,1197.0,103.6,5.0,18.22921787709497
1231,Nissan Micra Diesel XV,Kolkata,2012,28000,Diesel,Manual,First,23.08 ,1461.0,63.1,5.0,18.22921787709497
1232,Volkswagen Polo GT TSI,Pune,2013,52262,Petrol,Automatic,Third,17.2 ,1197.0,103.6,5.0,18.22921787709497
1233,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Kochi,2014,72443,Diesel,Automatic,First,10.0 ,2148.0,170.0,5.0,18.22921787709497
